feature,cutoff
NMF_EM,0.552038334071869
NMF_FLEN,0.5215496242016865
NMF_NUCLEOSOME,0.5452819869600288
EM_score,0.0679106712873841
FLEN_score,0.2253280465221316
NUCLEOSOME_score,0.019836062528390805
OT_EM,0.06348017317529561
OT_FLEN,0.17896630810969869
OT_NUCLEOSOME,0.013291572399335927
ichorCNA,0.01545
