feature,cutoff
NMF_EM_2,0.5877466876631707
NMF_FLEN_1,0.5039251691570935
NMF_NUCLEOSOME_2,0.5231782095515743
EM_score,0.06653787933280328
FLEN_score,0.22423552761645807
NUCLEOSOME_score,0.01977812760276282
EM_shannon,0.029841537983741392
OT_EM,0.07709357543666863
OT_FLEN,0.17593150755152626
OT_NUCLEOSOME,0.01300206713529815
ichorCNA,0.01545
