,baryl2
347,0.004563528009522493
348,0.004627291596825748
349,0.004694378687044307
350,0.004767114718383528
351,0.004848499051239276
352,0.0049195988579143705
353,0.0049971214608174035
354,0.005077644837869913
355,0.005164419417319594
356,0.0052396566488428775
357,0.005322262367700275
358,0.0053994876761950614
359,0.005473479937804288
360,0.005551615842322456
361,0.005633087821166016
362,0.0057152042245334185
363,0.005803350622674385
364,0.005902163477516094
365,0.006009302764574197
366,0.006117880704070909
367,0.006225953092584302
368,0.0063320852343907354
369,0.00643958568619298
370,0.006539446576065807
371,0.006625632217029524
372,0.006703973359316074
373,0.006758827651550485
374,0.006818312106619462
375,0.006855580742448802
376,0.0068751696174798645
377,0.006875781891103178
378,0.006866932061532388
379,0.006837658660609503
380,0.006789475050184426
381,0.006712539599780123
382,0.006606091003261545
383,0.0064895607283134375
384,0.006333258263346133
385,0.006147038925069585
386,0.005926059769709905
387,0.005678537636805755
388,0.005402508255479687
389,0.005112979283661013
390,0.004803102320421985
391,0.004484199037675524
392,0.0041593169142182885
393,0.0038407294091921474
394,0.0035276444875993007
395,0.00321872526079031
396,0.0029277465242734226
397,0.002654078332513546
398,0.0023986300271605374
399,0.002167234782340227
400,0.001957218700718911
401,0.0017732252764104514
402,0.0016099627893407433
403,0.0014651896966331036
404,0.0013396122304120653
405,0.0012312759815534034
406,0.001133650513482935
407,0.0010517085375091491
408,0.000978630055291488
409,0.0009149477362614469
410,0.0008574594825414618
411,0.0008103960966441407
412,0.0007655385888207255
413,0.0007264358373859079
414,0.0006918417510124878
415,0.000662867787527756
416,0.0006341407153522239
417,0.000609714097406417
418,0.0005880944859151719
419,0.0005687520312959173
420,0.0005514448949074947
421,0.0005360216903295563
422,0.0005223314509432584
423,0.0005112783958852208
424,0.0004996750511575612
425,0.0004885727063095683
426,0.0004802908593191531
427,0.000473204718592841
428,0.0004657162928205507
429,0.0004622186217370855
430,0.0004526330463716856
431,0.0004467723626728928
432,0.00043997848749019355
433,0.0004375791382501933
434,0.0004313726022165776
435,0.00042750341248317053
436,0.0004214981405006307
437,0.0004175054623457118
438,0.00041506236629350665
439,0.00041244667455474405
440,0.000408960164326208
441,0.0004053939852897312
442,0.0004042252675564384
443,0.000400190365019258
444,0.0003973893112852077
445,0.00039532330671008067
446,0.00039312148194057
447,0.0003910661539229814
448,0.00038880448274981926
449,0.00038707532796966354
450,0.0003864475251159178
451,0.0003850817514361927
452,0.0003846236854887998
453,0.0003845725985390904
454,0.0003823986180224838
455,0.00038169723890415846
456,0.0003800046164237714
457,0.00037921093581165977
458,0.00037832820539944695
459,0.0003776486671179853
460,0.0003741574660851957
461,0.0003730173162386273
462,0.00037329642400767523
463,0.0003687195535049725
464,0.0003680249914371054
465,0.00036564969923632136
466,0.0003628511128602119
467,0.00036159971838128024
468,0.0003596042889561871
469,0.0003557764360403302
470,0.00035333170151705053
471,0.00034964158816535234
472,0.0003464120890260641
473,0.0003425446610152417
474,0.0003386419821422021
475,0.00033535344774650956
