,baryl2
143,0.003078130757842779
144,0.0023874294291796505
145,0.00393711358533257
146,0.002754273026321086
147,0.0028887988978035053
148,0.0025706402849792914
149,0.003570096055628842
150,0.0028623067812098
151,0.002959325030565687
152,0.002794178054944754
153,0.0026916460692445535
154,0.0027647337243749985
155,0.002890228115399579
156,0.003224703021821474
157,0.00184292215744349
158,0.0026339579999911673
159,0.002643515838349284
160,0.002244651544239428
161,0.003240655176537363
162,0.002722458972669378
163,0.0022703345448437376
164,0.002860906101575428
165,0.0021604538466288795
166,0.002995729844418906
167,0.0018895200908824923
168,0.0028358218512664858
169,0.0026441462926419046
170,0.0024532895572139763
171,0.002069783336141236
172,0.002631360533110816
173,0.0022393764441314096
174,0.0018952709787986178
175,0.0028999267547075054
176,0.0019740217967601395
177,0.0020702063334861673
178,0.0018443716744163006
179,0.001482909141043911
180,0.0025730617603521564
181,0.002150516544250633
182,0.002502806330005795
183,0.002581345020811211
184,0.0019655896269163186
185,0.002072694048919172
186,0.001015568985695802
187,0.0023317803754450885
188,0.0017921060868349974
189,0.0021955698073767528
190,0.0021068726275781267
191,0.002179508399646116
192,0.0019517822996704911
193,0.0019677363064430687
194,0.0013566270030170627
195,0.002270407412045117
196,0.002067335990378734
197,0.0009827653994995825
198,0.0020912560870084713
199,0.001814411779112557
200,0.0017875755432876191
201,0.002169543717196045
202,0.0016417263021102726
203,0.0018882731138776946
204,0.001007224957909479
205,0.0007784150404130264
206,0.001986574707834466
207,0.0010700328979939978
208,0.0015990501057224118
209,0.0011695973130136693
210,0.001067835523729158
211,0.001140223798667025
212,0.0008993824700062857
213,0.0019857126576605126
214,0.0015174745257856693
215,0.0009059929953776274
216,0.0007442769577842258
217,0.0010689261099920404
218,0.0008338688432612635
219,0.0014033484206636736
220,0.001419844797738439
221,0.001918718482349379
222,0.001271926145455194
223,0.0008017657080354949
224,0.0014783736450786444
225,0.0007065182368763606
226,0.0007295316332543028
227,0.0006707260835561965
228,0.0005857424035269457
229,0.0005657525710408213
230,0.000562875109434033
231,0.0004951577769363952
232,0.0006522443412881335
233,0.000565718842179096
234,0.0006906508759575286
235,0.0005133816825621863
236,0.0003970736063043225
