feature,cutoff
NMF_EM_2,0.7540138380851491
NMF_FLEN_1,0.5710956831109191
NMF_NUCLEOSOME_2,0.5508778123022143
EM_score,0.34690391612874527
FLEN_score,0.46379917768100243
NUCLEOSOME_score,0.06013552269611895
EM_shannon,0.02980855720335232
OT_EM,0.2630230217355392
OT_FLEN,0.7793077457518269
OT_NUCLEOSOME,0.033897231068947
ichorCNA,0.08092
