fpr,tpr,thresholds
0.6125,0.4125,0.5944186607040687
0.6416666666666667,0.4125,0.5929352954817145
0.6416666666666667,0.415,0.5913065925387118
0.6458333333333334,0.415,0.5911640968627564
0.6458333333333334,0.4175,0.5905973606098589
0.6583333333333333,0.4175,0.5894862464371381
0.6583333333333333,0.42,0.5892914579319934
0.6916666666666667,0.42,0.5864711607624322
0.6916666666666667,0.4225,0.586346331427721
0.6958333333333333,0.4225,0.5857831436705849
0.6958333333333333,0.425,0.5852236236476616
0.7041666666666667,0.425,0.5838050761841344
0.7041666666666667,0.43,0.5829177542058519
0.7083333333333334,0.43,0.582821249703934
0.7083333333333334,0.435,0.5809454043418613
0.7125,0.435,0.5808431701764915
0.7125,0.4375,0.5802652131184979
0.7166666666666667,0.4375,0.5798515307073508
0.7166666666666667,0.44,0.5789945936267811
0.7208333333333333,0.44,0.5785417373998751
0.7208333333333333,0.4425,0.5776163065771925
0.7291666666666666,0.4425,0.5774651080944929
0.7291666666666666,0.445,0.5771792610526781
0.7333333333333333,0.445,0.5769953759421151
0.7333333333333333,0.4475,0.5768348825709331
0.7375,0.4475,0.5766751895545593
0.7375,0.4575,0.5762090805357455
0.7583333333333333,0.4575,0.5746138118646683
0.7583333333333333,0.46,0.5744093482929254
0.7791666666666667,0.46,0.5721260770255071
0.7791666666666667,0.4675,0.5716391448922984
0.7875,0.4675,0.5704219417945313
0.7875,0.47,0.5691983195773458
0.7958333333333333,0.47,0.5687352049881382
0.7958333333333333,0.4725,0.5684240779236974
0.8041666666666667,0.4725,0.5678614474344039
0.8041666666666667,0.4825,0.562433200234946
0.8083333333333333,0.4825,0.5622938233159922
0.8083333333333333,0.5,0.5552508686976814
0.8125,0.5,0.5550915934272395
0.8125,0.5075,0.5524090584314296
0.8166666666666667,0.5075,0.5518425295981737
0.8166666666666667,0.51,0.5510079421573785
0.8208333333333333,0.51,0.5509546267635086
0.8208333333333333,0.515,0.5502658896264448
0.8291666666666667,0.515,0.5498295568222197
0.8291666666666667,0.52,0.5490594137347453
0.8375,0.52,0.5481999868076393
0.8375,0.5275,0.5444755752397462
0.8458333333333333,0.5275,0.5440147448630523
0.8458333333333333,0.5425,0.5397838357912834
0.8583333333333333,0.5425,0.5362748936347415
0.8583333333333333,0.545,0.5356876218170435
0.8625,0.545,0.5355850115952021
0.8625,0.5575,0.5298385686147676
0.8791666666666667,0.5575,0.5232733594677575
0.8791666666666667,0.5625,0.5200571303932675
0.8875,0.5625,0.5188716340665744
0.8875,0.565,0.5188626537509733
0.8958333333333334,0.565,0.5139918306039183
0.8958333333333334,0.57,0.5128856938072898
0.9041666666666667,0.57,0.507554024937194
0.9041666666666667,0.5725,0.5061084513853916
0.9083333333333333,0.5725,0.5051176386120501
0.9083333333333333,0.585,0.5011495203553952
0.9125,0.585,0.5010928509636237
0.9125,0.59,0.4944519266816938
0.9208333333333333,0.59,0.49109589754087096
0.9208333333333333,0.5925,0.49101797766268607
0.925,0.5925,0.4883216862365108
0.925,0.595,0.4865639849997234
0.9291666666666667,0.595,0.4861094200572892
0.9291666666666667,0.615,0.4561165713635189
0.9333333333333333,0.615,0.4546121337598692
0.9333333333333333,0.62,0.41258482477317343
0.9416666666666667,0.62,0.37747206853260645
0.9416666666666667,0.6275,0.26046279011258966
0.9458333333333333,0.6275,0.25840542183337
0.9458333333333333,0.63,0.2578453217473181
0.95,0.63,0.25732936108961724
0.95,0.64,0.25568091543011373
0.9541666666666667,0.64,0.25471038724026446
0.9541666666666667,0.67,0.2508458050413189
0.9583333333333334,0.67,0.25078045150532824
0.9583333333333334,0.6775,0.2490413827713564
0.9625,0.6775,0.2489644669877715
0.9625,0.685,0.24775282342967542
0.9666666666666667,0.685,0.24764665660412066
0.9666666666666667,0.745,0.24073067469893897
0.9708333333333333,0.745,0.23958383483364798
0.9708333333333333,0.7475,0.23906181812763705
0.975,0.7475,0.23877229762341814
0.975,0.76,0.23749538992430605
0.9791666666666666,0.76,0.23608128852622304
0.9791666666666666,0.7625,0.2358710917682205
0.9833333333333333,0.7625,0.2351643333966247
0.9833333333333333,0.82,0.22782740844451396
0.9875,0.82,0.22721838443843045
0.9875,0.835,0.22305482076200334
0.9916666666666667,0.835,0.22304340510352857
0.9916666666666667,0.9075,0.2010817263858698
0.9958333333333333,0.9075,0.2004064170731635
0.9958333333333333,0.915,0.1981340400657395
1.0,0.915,0.1972881101401741
1.0,1.0,0.0018593683242270813
