,Healthy
50.0,6.458158937798741e-07
51.0,6.298825140069446e-07
52.0,7.28025366610862e-07
53.0,7.891337362031354e-07
54.0,1.0303539373271896e-06
55.0,1.142030588898849e-06
56.0,1.5641367754948094e-06
57.0,1.714088003724443e-06
58.0,2.482763006309782e-06
59.0,2.9743354318212365e-06
60.0,3.6701025082289712e-06
61.0,5.362170714414228e-06
62.0,6.672709005897575e-06
63.0,8.645550608361733e-06
64.0,1.0702187544323657e-05
65.0,1.2708720767851949e-05
66.0,1.424965090927819e-05
67.0,1.778093032035445e-05
68.0,2.0681034142464366e-05
69.0,2.820575686690217e-05
70.0,3.308895510924405e-05
71.0,3.4012794562286374e-05
72.0,3.3989893262902126e-05
73.0,3.9884532336482126e-05
74.0,4.637154237243324e-05
75.0,6.0488914312629704e-05
76.0,6.951374774503983e-05
77.0,8.01686406817893e-05
78.0,9.614150776246712e-05
79.0,0.00012625828024573552
80.0,0.00015073740405552687
81.0,0.00015353627164814686
82.0,0.00013443136357131364
83.0,0.00012314324790059587
84.0,0.00012257554830401643
85.0,0.00012976120243410514
86.0,0.0001370190400573438
87.0,0.00014612669508331667
88.0,0.0001678266422340641
89.0,0.000207264028490365
90.0,0.00026550425338253713
91.0,0.00029880048532866273
92.0,0.0002961365864141526
93.0,0.000430859170160513
94.0,0.0003589278380732129
95.0,0.00033469270919853956
96.0,0.00033628595949600877
97.0,0.0003604503248238463
98.0,0.00041076168338929957
99.0,0.0004957289451889825
100.0,0.0005825554816479266
101.0,0.0006396681852308263
102.0,0.0006417391197825434
103.0,0.0006175883347991075
104.0,0.0005690182068273618
105.0,0.0005296830082055867
106.0,0.0005297927540639312
107.0,0.0005601922555628622
108.0,0.0006215260102581404
109.0,0.0007318943711388982
110.0,0.0008961256896928965
111.0,0.0010370436904916212
112.0,0.0010452284162818487
113.0,0.00091375587006407
114.0,0.0008044468222037187
115.0,0.0007914382454587542
116.0,0.0008214533332979967
117.0,0.0008756758567844971
118.0,0.0009573874256767688
119.0,0.001126546657903711
120.0,0.00143575014311165
121.0,0.001886838818100232
122.0,0.0022232662452971435
123.0,0.0021635222941093534
124.0,0.0017046980311983878
125.0,0.0013634017385363698
126.0,0.0012792072099937239
127.0,0.0013486220772193755
128.0,0.0014771088882788242
129.0,0.0016846471385931021
130.0,0.0020622507389929682
131.0,0.0026592320952085243
132.0,0.0035333460775783245
133.0,0.004381712819661948
134.0,0.004599185015884391
135.0,0.003967081194386064
136.0,0.003443410504649024
137.0,0.0034904004814146437
138.0,0.00404156041939867
139.0,0.004999411495679118
140.0,0.00622036821006855
141.0,0.007260630977354067
142.0,0.007697514142936732
143.0,0.007755968575935956
144.0,0.007850248446455927
145.0,0.007968661199902869
146.0,0.007879238628269851
147.0,0.007868732943563137
148.0,0.008193298617311131
149.0,0.008779704370277348
150.0,0.009599399340858072
151.0,0.010683218690352159
152.0,0.011643298887727676
153.0,0.011829943982489571
154.0,0.011471534692528445
155.0,0.011479278654827308
156.0,0.012058201322907221
157.0,0.013150000172860912
158.0,0.014622648730785132
159.0,0.016223896449387862
160.0,0.017596847762150827
161.0,0.018674239589641265
162.0,0.019857902504683927
163.0,0.021749870264417052
164.0,0.024453318666683745
165.0,0.026868307845341926
166.0,0.0278984112866914
167.0,0.027915867188796673
168.0,0.027307822035548917
169.0,0.026389593548285104
170.0,0.025207780016310743
171.0,0.023967930948402844
172.0,0.023011626989987814
173.0,0.02256137178550762
174.0,0.02225630561760431
175.0,0.022001627792222
176.0,0.02143299996703783
177.0,0.020356364297842953
178.0,0.018994710882043228
179.0,0.017505978705129502
180.0,0.016087300921200372
181.0,0.014806057281170864
182.0,0.013738348453360043
183.0,0.012864081380024369
184.0,0.012154985381845597
185.0,0.011610219561101916
186.0,0.01109308285028637
187.0,0.01058520818842353
188.0,0.010031704384544534
189.0,0.009384350860886266
190.0,0.008694974860125975
191.0,0.008000810265175315
192.0,0.007381930445646297
193.0,0.0068466599071664415
194.0,0.006391207523022604
195.0,0.006031006845544042
196.0,0.00570150967473025
197.0,0.005427800210179087
198.0,0.005165703658252097
199.0,0.004896382249854467
200.0,0.004617144467630683
201.0,0.004322211750999511
202.0,0.004032131215543371
203.0,0.0037651988909158745
204.0,0.003526456902168085
205.0,0.0033004821999844053
206.0,0.0031055097566953516
207.0,0.0029157692055711264
208.0,0.0027646254109769666
209.0,0.002613201265852047
210.0,0.002468647760902092
211.0,0.002313354006596678
212.0,0.002161718530623587
213.0,0.0020177797562328185
214.0,0.0018808823879539586
215.0,0.0017582812541570086
216.0,0.001638914717365369
217.0,0.001540849688243842
218.0,0.0014479898020657563
219.0,0.0013675998483855206
220.0,0.0012905591216265608
221.0,0.0012185589941913183
222.0,0.0011385251673362304
223.0,0.0010683705585415482
224.0,0.0010030178084002013
225.0,0.0009376437266584508
226.0,0.000876713571807257
227.0,0.0008248114973176166
228.0,0.0007780527225639012
229.0,0.0007379753820302699
230.0,0.0006990063272766263
231.0,0.0006586046232382355
232.0,0.0006228684591913787
233.0,0.0005918712653380692
234.0,0.0005608617477689884
235.0,0.0005305739090412062
236.0,0.0005035754333015358
237.0,0.00047859167025143123
238.0,0.00045858798096451333
239.0,0.0004419111462697771
240.0,0.0004261610344233154
241.0,0.00040973057172782336
242.0,0.0003969949359094463
243.0,0.00038294115321903916
244.0,0.00036869534771449293
245.0,0.00035741093863428153
246.0,0.0003443976764379004
247.0,0.00033322913043275806
248.0,0.00032536569569316707
249.0,0.0003170823744009567
250.0,0.00031084706165744293
251.0,0.0003067417346769144
252.0,0.00030137481974179997
253.0,0.00029560688052493456
254.0,0.00028865555821607115
255.0,0.00028055195198992166
256.0,0.00027571568295198397
257.0,0.00027156254459313105
258.0,0.00026836010132027654
259.0,0.00026458801288054657
260.0,0.0002601812191658846
261.0,0.000253254383265992
262.0,0.00025011947656011405
263.0,0.00024884506518926884
264.0,0.0002442833630757422
265.0,0.00023620863427096557
266.0,0.00022925632354235583
267.0,0.00021987526729101153
268.0,0.00020896096344319797
269.0,0.0002026795067529207
270.0,0.00019915850758428922
271.0,0.0001899821232062199
272.0,0.00018176835878977899
273.0,0.0001749128289498271
274.0,0.00016232983928471712
275.0,0.0001575527321210137
276.0,0.000156416165980671
277.0,0.00014857536155251963
278.0,0.00013739371826666628
279.0,0.0001287873336181761
280.0,0.00012250893667083197
281.0,0.00012269750347498323
282.0,0.00012261673937310658
283.0,0.00011651665244980553
284.0,0.00011369147986719908
285.0,0.00011352605409889254
286.0,0.00010751898498769347
287.0,0.00010388271407726179
288.0,0.00010312614125923004
289.0,9.980466868202671e-05
290.0,9.816896360998113e-05
291.0,9.08274567383281e-05
292.0,8.621272887090693e-05
293.0,8.549756740755506e-05
294.0,7.619982284077983e-05
295.0,6.497266839114781e-05
296.0,5.9345074063524745e-05
297.0,5.4320242730711014e-05
298.0,5.125896296173573e-05
299.0,4.315452485748231e-05
300.0,3.957927705329241e-05
301.0,3.485684452668833e-05
302.0,2.556993700329908e-05
303.0,2.5301140360721896e-05
304.0,2.0376291473352496e-05
305.0,2.1012182914110804e-05
306.0,2.2599782001956874e-05
307.0,2.2646600985325002e-05
308.0,1.8712405201254365e-05
309.0,1.9544875631686863e-05
310.0,1.9671635507944244e-05
311.0,2.026007069088012e-05
312.0,2.1747018663097083e-05
313.0,2.116327945145825e-05
314.0,1.783678921689678e-05
315.0,1.730850271305673e-05
316.0,1.1479963105929231e-05
317.0,1.279460010071803e-05
318.0,1.1857998011481305e-05
319.0,5.844642292765938e-06
320.0,6.080592565285416e-06
321.0,6.138185988744072e-06
322.0,6.375136849636034e-06
323.0,6.517635125742309e-06
324.0,6.578431229983035e-06
325.0,6.757051635623212e-06
326.0,6.905351877631516e-06
327.0,7.154143699897748e-06
328.0,7.404972082313753e-06
329.0,7.536133118138558e-06
330.0,7.537481601014034e-06
331.0,7.6117189359225486e-06
332.0,7.836290257439793e-06
333.0,8.159545763316577e-06
334.0,8.132111156094502e-06
335.0,8.664753682107198e-06
336.0,8.988081090203201e-06
337.0,8.679607403450908e-06
338.0,8.93343692415953e-06
339.0,9.046777847642035e-06
340.0,9.54209511217437e-06
341.0,9.29487881117571e-06
342.0,9.448649149282071e-06
343.0,9.454037707642713e-06
344.0,9.517038441249582e-06
345.0,9.740420920617917e-06
346.0,9.772284468505367e-06
347.0,1.046200603571025e-05
348.0,1.0236314585812705e-05
349.0,1.0552291381887499e-05
350.0,1.0676126585742862e-05
