,feature_combinations,SEN,SPEC
665,"EM_score,NUCLEOSOME_score,OT_EM,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8809523809523809
666,"EM_score,NUCLEOSOME_score,OT_EM,ichorCNA,NMF_NUCLEOSOME_2",0.49333333333333335,0.9047619047619048
667,"EM_score,NUCLEOSOME_score,OT_EM,NMF_EM_2,NMF_FLEN_1",0.44,0.8809523809523809
668,"EM_score,NUCLEOSOME_score,OT_EM,NMF_EM_2,NMF_NUCLEOSOME_2",0.26666666666666666,0.9047619047619048
669,"EM_score,NUCLEOSOME_score,OT_EM,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.9047619047619048
670,"EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.49333333333333335,0.9047619047619048
671,"EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2",0.24,0.9047619047619048
672,"EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1",0.4266666666666667,0.9047619047619048
673,"EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.24,0.9285714285714286
674,"EM_score,NUCLEOSOME_score,OT_FLEN,ichorCNA,NMF_EM_2",0.49333333333333335,0.8809523809523809
675,"EM_score,NUCLEOSOME_score,OT_FLEN,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8809523809523809
676,"EM_score,NUCLEOSOME_score,OT_FLEN,ichorCNA,NMF_NUCLEOSOME_2",0.49333333333333335,0.9047619047619048
677,"EM_score,NUCLEOSOME_score,OT_FLEN,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.8809523809523809
678,"EM_score,NUCLEOSOME_score,OT_FLEN,NMF_EM_2,NMF_NUCLEOSOME_2",0.24,0.9047619047619048
679,"EM_score,NUCLEOSOME_score,OT_FLEN,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.9047619047619048
680,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.49333333333333335,0.8809523809523809
681,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8809523809523809
682,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.49333333333333335,0.9047619047619048
683,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.8809523809523809
684,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.24,0.9047619047619048
685,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.9047619047619048
686,"EM_score,NUCLEOSOME_score,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.5866666666666667,0.8571428571428571
687,"EM_score,NUCLEOSOME_score,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.49333333333333335,0.8809523809523809
688,"EM_score,NUCLEOSOME_score,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.5866666666666667,0.8809523809523809
689,"EM_score,NUCLEOSOME_score,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.8809523809523809
690,"EM_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.32,0.9523809523809523
691,"EM_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.4666666666666667,0.9285714285714286
692,"EM_score,EM_shannon,OT_EM,OT_FLEN,NMF_EM_2",0.29333333333333333,0.9285714285714286
693,"EM_score,EM_shannon,OT_EM,OT_FLEN,NMF_FLEN_1",0.44,0.9047619047619048
694,"EM_score,EM_shannon,OT_EM,OT_FLEN,NMF_NUCLEOSOME_2",0.29333333333333333,0.9523809523809523
695,"EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.48,0.9285714285714286
696,"EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,NMF_EM_2",0.30666666666666664,0.9285714285714286
697,"EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,NMF_FLEN_1",0.4533333333333333,0.9047619047619048
698,"EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.30666666666666664,0.9523809523809523
699,"EM_score,EM_shannon,OT_EM,ichorCNA,NMF_EM_2",0.4533333333333333,0.9047619047619048
700,"EM_score,EM_shannon,OT_EM,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.8809523809523809
701,"EM_score,EM_shannon,OT_EM,ichorCNA,NMF_NUCLEOSOME_2",0.4533333333333333,0.9285714285714286
702,"EM_score,EM_shannon,OT_EM,NMF_EM_2,NMF_FLEN_1",0.44,0.8809523809523809
703,"EM_score,EM_shannon,OT_EM,NMF_EM_2,NMF_NUCLEOSOME_2",0.28,0.9285714285714286
704,"EM_score,EM_shannon,OT_EM,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.9047619047619048
705,"EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.49333333333333335,0.9285714285714286
706,"EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2",0.30666666666666664,0.9285714285714286
707,"EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1",0.44,0.9047619047619048
708,"EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.30666666666666664,0.9523809523809523
709,"EM_score,EM_shannon,OT_FLEN,ichorCNA,NMF_EM_2",0.4666666666666667,0.9047619047619048
710,"EM_score,EM_shannon,OT_FLEN,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.8809523809523809
711,"EM_score,EM_shannon,OT_FLEN,ichorCNA,NMF_NUCLEOSOME_2",0.4666666666666667,0.9285714285714286
712,"EM_score,EM_shannon,OT_FLEN,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.8809523809523809
713,"EM_score,EM_shannon,OT_FLEN,NMF_EM_2,NMF_NUCLEOSOME_2",0.28,0.9285714285714286
714,"EM_score,EM_shannon,OT_FLEN,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.9047619047619048
715,"EM_score,EM_shannon,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.48,0.9047619047619048
716,"EM_score,EM_shannon,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8809523809523809
717,"EM_score,EM_shannon,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.48,0.9285714285714286
718,"EM_score,EM_shannon,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.44,0.8809523809523809
719,"EM_score,EM_shannon,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.29333333333333333,0.9285714285714286
720,"EM_score,EM_shannon,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.9047619047619048
721,"EM_score,EM_shannon,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.5733333333333334,0.8571428571428571
722,"EM_score,EM_shannon,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.4533333333333333,0.9047619047619048
723,"EM_score,EM_shannon,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.5733333333333334,0.8809523809523809
724,"EM_score,EM_shannon,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.8809523809523809
725,"EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.48,0.9523809523809523
726,"EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2",0.24,0.9523809523809523
727,"EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1",0.4266666666666667,0.9285714285714286
728,"EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.24,0.9761904761904762
729,"EM_score,OT_EM,OT_FLEN,ichorCNA,NMF_EM_2",0.4533333333333333,0.9285714285714286
730,"EM_score,OT_EM,OT_FLEN,ichorCNA,NMF_FLEN_1",0.56,0.9047619047619048
731,"EM_score,OT_EM,OT_FLEN,ichorCNA,NMF_NUCLEOSOME_2",0.4533333333333333,0.9523809523809523
732,"EM_score,OT_EM,OT_FLEN,NMF_EM_2,NMF_FLEN_1",0.41333333333333333,0.9047619047619048
733,"EM_score,OT_EM,OT_FLEN,NMF_EM_2,NMF_NUCLEOSOME_2",0.2,0.9523809523809523
734,"EM_score,OT_EM,OT_FLEN,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.9285714285714286
735,"EM_score,OT_EM,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.4666666666666667,0.9285714285714286
736,"EM_score,OT_EM,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.9047619047619048
737,"EM_score,OT_EM,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.4666666666666667,0.9523809523809523
738,"EM_score,OT_EM,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.9047619047619048
739,"EM_score,OT_EM,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.22666666666666666,0.9523809523809523
740,"EM_score,OT_EM,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.9285714285714286
741,"EM_score,OT_EM,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.56,0.8809523809523809
742,"EM_score,OT_EM,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.44,0.9285714285714286
743,"EM_score,OT_EM,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.56,0.9047619047619048
744,"EM_score,OT_EM,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.9047619047619048
745,"EM_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.48,0.9285714285714286
746,"EM_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.9047619047619048
747,"EM_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.48,0.9523809523809523
748,"EM_score,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.41333333333333333,0.9047619047619048
749,"EM_score,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.21333333333333335,0.9523809523809523
750,"EM_score,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.9285714285714286
751,"EM_score,OT_FLEN,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.56,0.8809523809523809
752,"EM_score,OT_FLEN,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.4533333333333333,0.9285714285714286
753,"EM_score,OT_FLEN,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.56,0.9047619047619048
754,"EM_score,OT_FLEN,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4,0.9047619047619048
755,"EM_score,OT_NUCLEOSOME,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.5733333333333334,0.8809523809523809
756,"EM_score,OT_NUCLEOSOME,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.4666666666666667,0.9285714285714286
757,"EM_score,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.5733333333333334,0.9047619047619048
758,"EM_score,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.9047619047619048
759,"EM_score,ichorCNA,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.56,0.8809523809523809
760,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.37333333333333335,0.9047619047619048
761,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.37333333333333335,0.9047619047619048
762,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5333333333333333,0.8809523809523809
763,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,NMF_EM_2",0.37333333333333335,0.8809523809523809
764,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,NMF_FLEN_1",0.4533333333333333,0.8809523809523809
765,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,NMF_NUCLEOSOME_2",0.37333333333333335,0.9047619047619048
766,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.3466666666666667,0.9047619047619048
767,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.52,0.8809523809523809
768,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,NMF_EM_2",0.3466666666666667,0.8809523809523809
769,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,NMF_FLEN_1",0.44,0.8809523809523809
770,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,NMF_NUCLEOSOME_2",0.3466666666666667,0.9047619047619048
771,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.52,0.8809523809523809
772,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,NMF_EM_2",0.3466666666666667,0.8809523809523809
773,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,NMF_FLEN_1",0.44,0.8809523809523809
774,"FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.3466666666666667,0.9047619047619048
775,"FLEN_score,NUCLEOSOME_score,EM_shannon,ichorCNA,NMF_EM_2",0.52,0.8571428571428571
776,"FLEN_score,NUCLEOSOME_score,EM_shannon,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8571428571428571
777,"FLEN_score,NUCLEOSOME_score,EM_shannon,ichorCNA,NMF_NUCLEOSOME_2",0.52,0.8809523809523809
778,"FLEN_score,NUCLEOSOME_score,EM_shannon,NMF_EM_2,NMF_FLEN_1",0.44,0.8571428571428571
779,"FLEN_score,NUCLEOSOME_score,EM_shannon,NMF_EM_2,NMF_NUCLEOSOME_2",0.3466666666666667,0.8809523809523809
780,"FLEN_score,NUCLEOSOME_score,EM_shannon,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.8809523809523809
781,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.32,0.9285714285714286
782,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5333333333333333,0.9047619047619048
783,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,NMF_EM_2",0.32,0.9047619047619048
784,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,NMF_FLEN_1",0.44,0.8809523809523809
785,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,NMF_NUCLEOSOME_2",0.32,0.9285714285714286
786,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5333333333333333,0.9047619047619048
787,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,NMF_EM_2",0.32,0.9047619047619048
788,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,NMF_FLEN_1",0.44,0.8809523809523809
789,"FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.32,0.9285714285714286
790,"FLEN_score,NUCLEOSOME_score,OT_EM,ichorCNA,NMF_EM_2",0.5333333333333333,0.8809523809523809
791,"FLEN_score,NUCLEOSOME_score,OT_EM,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8571428571428571
792,"FLEN_score,NUCLEOSOME_score,OT_EM,ichorCNA,NMF_NUCLEOSOME_2",0.5333333333333333,0.9047619047619048
793,"FLEN_score,NUCLEOSOME_score,OT_EM,NMF_EM_2,NMF_FLEN_1",0.44,0.8571428571428571
794,"FLEN_score,NUCLEOSOME_score,OT_EM,NMF_EM_2,NMF_NUCLEOSOME_2",0.32,0.9047619047619048
795,"FLEN_score,NUCLEOSOME_score,OT_EM,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.8809523809523809
796,"FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.52,0.9047619047619048
797,"FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2",0.29333333333333333,0.9047619047619048
798,"FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1",0.4266666666666667,0.8809523809523809
799,"FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.29333333333333333,0.9285714285714286
800,"FLEN_score,NUCLEOSOME_score,OT_FLEN,ichorCNA,NMF_EM_2",0.52,0.8809523809523809
801,"FLEN_score,NUCLEOSOME_score,OT_FLEN,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8571428571428571
802,"FLEN_score,NUCLEOSOME_score,OT_FLEN,ichorCNA,NMF_NUCLEOSOME_2",0.52,0.9047619047619048
803,"FLEN_score,NUCLEOSOME_score,OT_FLEN,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.8571428571428571
804,"FLEN_score,NUCLEOSOME_score,OT_FLEN,NMF_EM_2,NMF_NUCLEOSOME_2",0.29333333333333333,0.9047619047619048
805,"FLEN_score,NUCLEOSOME_score,OT_FLEN,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.8809523809523809
806,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.52,0.8809523809523809
807,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8571428571428571
808,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.52,0.9047619047619048
809,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.8571428571428571
810,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.29333333333333333,0.9047619047619048
811,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.8809523809523809
812,"FLEN_score,NUCLEOSOME_score,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.5866666666666667,0.8333333333333334
813,"FLEN_score,NUCLEOSOME_score,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.52,0.8809523809523809
814,"FLEN_score,NUCLEOSOME_score,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.5866666666666667,0.8571428571428571
815,"FLEN_score,NUCLEOSOME_score,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.8571428571428571
816,"FLEN_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.37333333333333335,0.9285714285714286
817,"FLEN_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5066666666666667,0.9047619047619048
818,"FLEN_score,EM_shannon,OT_EM,OT_FLEN,NMF_EM_2",0.3466666666666667,0.9047619047619048
819,"FLEN_score,EM_shannon,OT_EM,OT_FLEN,NMF_FLEN_1",0.44,0.8809523809523809
820,"FLEN_score,EM_shannon,OT_EM,OT_FLEN,NMF_NUCLEOSOME_2",0.3466666666666667,0.9285714285714286
821,"FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5333333333333333,0.9047619047619048
822,"FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,NMF_EM_2",0.37333333333333335,0.9047619047619048
823,"FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,NMF_FLEN_1",0.4533333333333333,0.8809523809523809
824,"FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.37333333333333335,0.9285714285714286
825,"FLEN_score,EM_shannon,OT_EM,ichorCNA,NMF_EM_2",0.5066666666666667,0.8809523809523809
826,"FLEN_score,EM_shannon,OT_EM,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.8571428571428571
827,"FLEN_score,EM_shannon,OT_EM,ichorCNA,NMF_NUCLEOSOME_2",0.5066666666666667,0.9047619047619048
828,"FLEN_score,EM_shannon,OT_EM,NMF_EM_2,NMF_FLEN_1",0.44,0.8571428571428571
829,"FLEN_score,EM_shannon,OT_EM,NMF_EM_2,NMF_NUCLEOSOME_2",0.3466666666666667,0.9047619047619048
830,"FLEN_score,EM_shannon,OT_EM,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.8809523809523809
831,"FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.52,0.9047619047619048
832,"FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2",0.3466666666666667,0.9047619047619048
833,"FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1",0.44,0.8809523809523809
834,"FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.3466666666666667,0.9285714285714286
835,"FLEN_score,EM_shannon,OT_FLEN,ichorCNA,NMF_EM_2",0.49333333333333335,0.8809523809523809
836,"FLEN_score,EM_shannon,OT_FLEN,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.8571428571428571
837,"FLEN_score,EM_shannon,OT_FLEN,ichorCNA,NMF_NUCLEOSOME_2",0.49333333333333335,0.9047619047619048
838,"FLEN_score,EM_shannon,OT_FLEN,NMF_EM_2,NMF_FLEN_1",0.41333333333333333,0.8571428571428571
839,"FLEN_score,EM_shannon,OT_FLEN,NMF_EM_2,NMF_NUCLEOSOME_2",0.30666666666666664,0.9047619047619048
840,"FLEN_score,EM_shannon,OT_FLEN,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.8809523809523809
841,"FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.52,0.8809523809523809
842,"FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5866666666666667,0.8571428571428571
843,"FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.52,0.9047619047619048
844,"FLEN_score,EM_shannon,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.44,0.8571428571428571
845,"FLEN_score,EM_shannon,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.3466666666666667,0.9047619047619048
846,"FLEN_score,EM_shannon,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.44,0.8809523809523809
847,"FLEN_score,EM_shannon,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.5733333333333334,0.8333333333333334
848,"FLEN_score,EM_shannon,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.49333333333333335,0.8809523809523809
849,"FLEN_score,EM_shannon,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.5733333333333334,0.8571428571428571
850,"FLEN_score,EM_shannon,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.8571428571428571
851,"FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.52,0.9523809523809523
852,"FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2",0.29333333333333333,0.9523809523809523
853,"FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1",0.4266666666666667,0.9047619047619048
854,"FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,NMF_NUCLEOSOME_2",0.29333333333333333,0.9761904761904762
855,"FLEN_score,OT_EM,OT_FLEN,ichorCNA,NMF_EM_2",0.49333333333333335,0.9285714285714286
856,"FLEN_score,OT_EM,OT_FLEN,ichorCNA,NMF_FLEN_1",0.56,0.8809523809523809
857,"FLEN_score,OT_EM,OT_FLEN,ichorCNA,NMF_NUCLEOSOME_2",0.49333333333333335,0.9523809523809523
858,"FLEN_score,OT_EM,OT_FLEN,NMF_EM_2,NMF_FLEN_1",0.41333333333333333,0.8809523809523809
859,"FLEN_score,OT_EM,OT_FLEN,NMF_EM_2,NMF_NUCLEOSOME_2",0.25333333333333335,0.9523809523809523
860,"FLEN_score,OT_EM,OT_FLEN,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.9047619047619048
861,"FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.52,0.9285714285714286
862,"FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.8809523809523809
863,"FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.52,0.9523809523809523
864,"FLEN_score,OT_EM,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.4266666666666667,0.8809523809523809
865,"FLEN_score,OT_EM,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.29333333333333333,0.9523809523809523
866,"FLEN_score,OT_EM,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.4266666666666667,0.9047619047619048
867,"FLEN_score,OT_EM,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.56,0.8571428571428571
868,"FLEN_score,OT_EM,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.49333333333333335,0.9285714285714286
869,"FLEN_score,OT_EM,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.56,0.8809523809523809
870,"FLEN_score,OT_EM,NMF_EM_2,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.8809523809523809
871,"FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA,NMF_EM_2",0.5066666666666667,0.9285714285714286
872,"FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA,NMF_FLEN_1",0.5733333333333334,0.8809523809523809
873,"FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA,NMF_NUCLEOSOME_2",0.5066666666666667,0.9523809523809523
874,"FLEN_score,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2,NMF_FLEN_1",0.41333333333333333,0.8809523809523809
875,"FLEN_score,OT_FLEN,OT_NUCLEOSOME,NMF_EM_2,NMF_NUCLEOSOME_2",0.26666666666666666,0.9523809523809523
876,"FLEN_score,OT_FLEN,OT_NUCLEOSOME,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.41333333333333333,0.9047619047619048
877,"FLEN_score,OT_FLEN,ichorCNA,NMF_EM_2,NMF_FLEN_1",0.56,0.8571428571428571
878,"FLEN_score,OT_FLEN,ichorCNA,NMF_EM_2,NMF_NUCLEOSOME_2",0.48,0.9285714285714286
879,"FLEN_score,OT_FLEN,ichorCNA,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.56,0.8809523809523809
