feature,cutoff
NMF_EM,0.7333608310365615
NMF_FLEN,0.546157913169835
NMF_NUCLEOSOME,0.520354879852744
EM_score,0.06629470618572439
FLEN_score,0.21993320491299373
NUCLEOSOME_score,0.019205805082921967
OT_EM,0.07573205266980121
OT_FLEN,0.17537699264706832
OT_NUCLEOSOME,0.012937057224845646
ichorCNA,0.01545
