,feature_combinations,SEN_Train,SPEC_Train,NMF_EM_1,NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA
1242,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.3816793893129771,0.9176470588235294,1,0,0,1,0,1,1,0,1,1,0
1243,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,0,1,0,1,1,0,1,0,1
1244,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,0,1,0,1,1,0,0,1,1
1245,"NMF_EM_1,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.33969465648854963,0.9176470588235294,1,0,0,1,0,1,0,1,1,1,0
1246,"NMF_EM_1,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,0,1,0,1,0,1,1,0,1
1247,"NMF_EM_1,EM_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,0,1,0,1,0,1,0,1,1
1248,"NMF_EM_1,EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5190839694656488,0.8941176470588236,1,0,0,1,0,1,0,0,1,1,1
1249,"NMF_EM_1,EM_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3473282442748092,0.9176470588235294,1,0,0,1,0,0,1,1,1,1,0
1250,"NMF_EM_1,EM_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5152671755725191,0.8941176470588236,1,0,0,1,0,0,1,1,1,0,1
1251,"NMF_EM_1,EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,0,1,0,0,1,1,0,1,1
1252,"NMF_EM_1,EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,0,1,0,0,1,0,1,1,1
1253,"NMF_EM_1,EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5114503816793893,0.8941176470588236,1,0,0,1,0,0,0,1,1,1,1
1254,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.3702290076335878,0.9176470588235294,1,0,0,0,1,1,1,1,1,0,0
1255,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.3702290076335878,0.9176470588235294,1,0,0,0,1,1,1,1,0,1,0
1256,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,0,0,1,1,1,1,0,0,1
1257,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.3702290076335878,0.9176470588235294,1,0,0,0,1,1,1,0,1,1,0
1258,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,0,0,1,1,1,0,1,0,1
1259,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,0,0,1,1,1,0,0,1,1
1260,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3282442748091603,0.9176470588235294,1,0,0,0,1,1,0,1,1,1,0
1261,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,0,0,1,1,0,1,1,0,1
1262,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,0,0,1,1,0,1,0,1,1
1263,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5076335877862596,0.9176470588235294,1,0,0,0,1,1,0,0,1,1,1
1264,"NMF_EM_1,FLEN_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.33587786259541985,0.9176470588235294,1,0,0,0,1,0,1,1,1,1,0
1265,"NMF_EM_1,FLEN_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5114503816793893,0.8941176470588236,1,0,0,0,1,0,1,1,1,0,1
1266,"NMF_EM_1,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,0,0,1,0,1,1,0,1,1
1267,"NMF_EM_1,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,0,0,1,0,1,0,1,1,1
1268,"NMF_EM_1,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5038167938931297,0.8941176470588236,1,0,0,0,1,0,0,1,1,1,1
1269,"NMF_EM_1,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.366412213740458,0.9176470588235294,1,0,0,0,0,1,1,1,1,1,0
1270,"NMF_EM_1,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,0,0,0,1,1,1,1,0,1
1271,"NMF_EM_1,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,0,0,0,1,1,1,0,1,1
1272,"NMF_EM_1,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,0,0,0,1,1,0,1,1,1
1273,"NMF_EM_1,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,0,0,0,1,0,1,1,1,1
1274,"NMF_EM_1,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5229007633587787,0.8941176470588236,1,0,0,0,0,0,1,1,1,1,1
1275,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon",0.45038167938931295,0.8823529411764706,0,1,1,1,1,1,1,0,0,0,0
1276,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM",0.4351145038167939,0.8823529411764706,0,1,1,1,1,1,0,1,0,0,0
1277,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_FLEN",0.42748091603053434,0.8823529411764706,0,1,1,1,1,1,0,0,1,0,0
1278,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,1,1,1,0,0,0,1,0
1279,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,1,1,0,0,0,0,1
1280,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_EM",0.4083969465648855,0.8823529411764706,0,1,1,1,1,0,1,1,0,0,0
1281,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_FLEN",0.42366412213740456,0.8823529411764706,0,1,1,1,1,0,1,0,1,0,0
1282,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_NUCLEOSOME",0.42366412213740456,0.8823529411764706,0,1,1,1,1,0,1,0,0,1,0
1283,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,1,1,0,1,0,0,0,1
1284,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_FLEN",0.40076335877862596,0.8823529411764706,0,1,1,1,1,0,0,1,1,0,0
1285,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_NUCLEOSOME",0.40076335877862596,0.8823529411764706,0,1,1,1,1,0,0,1,0,1,0
1286,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,ichorCNA",0.549618320610687,0.8705882352941177,0,1,1,1,1,0,0,1,0,0,1
1287,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_FLEN,OT_NUCLEOSOME",0.3969465648854962,0.8941176470588236,0,1,1,1,1,0,0,0,1,1,0
1288,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_FLEN,ichorCNA",0.549618320610687,0.8823529411764706,0,1,1,1,1,0,0,0,1,0,1
1289,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_NUCLEOSOME,ichorCNA",0.5534351145038168,0.8823529411764706,0,1,1,1,1,0,0,0,0,1,1
1290,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM",0.45038167938931295,0.8823529411764706,0,1,1,1,0,1,1,1,0,0,0
1291,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN",0.45038167938931295,0.8823529411764706,0,1,1,1,0,1,1,0,1,0,0
1292,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME",0.45038167938931295,0.8823529411764706,0,1,1,1,0,1,1,0,0,1,0
1293,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,1,0,1,1,0,0,0,1
1294,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN",0.4351145038167939,0.8823529411764706,0,1,1,1,0,1,0,1,1,0,0
1295,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME",0.4351145038167939,0.8823529411764706,0,1,1,1,0,1,0,1,0,1,0
1296,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,1,0,1,0,1,0,0,1
1297,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,1,0,1,0,0,1,1,0
1298,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_FLEN,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,0,1,0,0,1,0,1
1299,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,0,1,0,0,0,1,1
1300,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_FLEN",0.42366412213740456,0.8823529411764706,0,1,1,1,0,0,1,1,1,0,0
1301,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.42366412213740456,0.8823529411764706,0,1,1,1,0,0,1,1,0,1,0
1302,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,1,0,0,1,1,0,0,1
1303,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,1,0,0,1,0,1,1,0
1304,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,1,1,0,0,1,0,1,0,1
1305,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,0,0,1,0,0,1,1
1306,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.40458015267175573,0.8823529411764706,0,1,1,1,0,0,0,1,1,1,0
1307,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,OT_EM,OT_FLEN,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,1,0,0,0,1,1,0,1
1308,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5610687022900763,0.8705882352941177,0,1,1,1,0,0,0,1,0,1,1
1309,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5534351145038168,0.8823529411764706,0,1,1,1,0,0,0,0,1,1,1
1310,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM",0.44274809160305345,0.8823529411764706,0,1,1,0,1,1,1,1,0,0,0
1311,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN",0.44274809160305345,0.8823529411764706,0,1,1,0,1,1,1,0,1,0,0
1312,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,1,0,1,1,1,0,0,1,0
1313,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,1,1,1,0,0,0,1
1314,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN",0.42748091603053434,0.8823529411764706,0,1,1,0,1,1,0,1,1,0,0
1315,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,0,1,1,0,1,0,1,0
1316,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,0,1,1,0,1,0,0,1
1317,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,1,0,1,1,0,0,1,1,0
1318,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_FLEN,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,1,1,0,0,1,0,1
1319,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,1,1,0,0,0,1,1
1320,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_FLEN",0.41603053435114506,0.8823529411764706,0,1,1,0,1,0,1,1,1,0,0
1321,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.41603053435114506,0.8823529411764706,0,1,1,0,1,0,1,1,0,1,0
1322,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,0,1,0,1,1,0,0,1
1323,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,1,0,1,0,1,0,1,1,0
1324,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,1,0,1,0,1,0,1,0,1
1325,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,1,0,1,0,0,1,1
1326,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3931297709923664,0.8823529411764706,0,1,1,0,1,0,0,1,1,1,0
1327,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,OT_EM,OT_FLEN,ichorCNA",0.5534351145038168,0.8705882352941177,0,1,1,0,1,0,0,1,1,0,1
1328,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,0,1,0,0,1,0,1,1
1329,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.549618320610687,0.8823529411764706,0,1,1,0,1,0,0,0,1,1,1
1330,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.44274809160305345,0.8823529411764706,0,1,1,0,0,1,1,1,1,0,0
1331,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,1,0,0,1,1,1,0,1,0
1332,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,0,1,1,1,0,0,1
1333,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,1,0,0,1,1,0,1,1,0
1334,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,0,1,1,0,1,0,1
1335,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,0,1,1,0,0,1,1
1336,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,0,0,1,0,1,1,1,0
1337,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,0,0,1,0,1,1,0,1
1338,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,0,0,1,0,1,0,1,1
1339,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,0,1,0,0,1,1,1
1340,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,1,0,0,0,1,1,1,1,0
1341,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,1,0,0,0,1,1,1,0,1
1342,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,0,0,1,1,0,1,1
1343,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,0,0,1,0,1,1,1
1344,"NMF_FLEN_1,NMF_NUCLEOSOME_2,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,0,0,0,0,1,1,1,1
1345,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM",0.44656488549618323,0.8823529411764706,0,1,0,1,1,1,1,1,0,0,0
1346,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN",0.44274809160305345,0.8823529411764706,0,1,0,1,1,1,1,0,1,0,0
1347,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,0,1,1,1,1,0,0,1,0
1348,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,0,1,1,1,1,0,0,0,1
1349,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN",0.4312977099236641,0.8823529411764706,0,1,0,1,1,1,0,1,1,0,0
1350,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME",0.4312977099236641,0.8823529411764706,0,1,0,1,1,1,0,1,0,1,0
1351,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,0,1,1,1,0,1,0,0,1
1352,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,0,1,1,1,0,0,1,1,0
1353,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,1,1,1,0,0,1,0,1
1354,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,1,1,1,0,0,0,1,1
1355,"NMF_FLEN_1,EM_score,FLEN_score,EM_shannon,OT_EM,OT_FLEN",0.4198473282442748,0.8823529411764706,0,1,0,1,1,0,1,1,1,0,0
1356,"NMF_FLEN_1,EM_score,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,0,1,1,0,1,1,0,1,0
1357,"NMF_FLEN_1,EM_score,FLEN_score,EM_shannon,OT_EM,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,0,1,1,0,1,1,0,0,1
1358,"NMF_FLEN_1,EM_score,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,0,1,1,0,1,0,1,1,0
1359,"NMF_FLEN_1,EM_score,FLEN_score,EM_shannon,OT_FLEN,ichorCNA",0.5610687022900763,0.8705882352941177,0,1,0,1,1,0,1,0,1,0,1
1360,"NMF_FLEN_1,EM_score,FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,1,1,0,1,0,0,1,1
1361,"NMF_FLEN_1,EM_score,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.40076335877862596,0.8823529411764706,0,1,0,1,1,0,0,1,1,1,0
1362,"NMF_FLEN_1,EM_score,FLEN_score,OT_EM,OT_FLEN,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,0,1,1,0,0,1,1,0,1
1363,"NMF_FLEN_1,EM_score,FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5610687022900763,0.8705882352941177,0,1,0,1,1,0,0,1,0,1,1
1364,"NMF_FLEN_1,EM_score,FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.549618320610687,0.8823529411764706,0,1,0,1,1,0,0,0,1,1,1
1365,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.44656488549618323,0.8823529411764706,0,1,0,1,0,1,1,1,1,0,0
1366,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.44656488549618323,0.8823529411764706,0,1,0,1,0,1,1,1,0,1,0
1367,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,0,1,0,1,1,1,0,0,1
1368,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,0,1,0,1,1,0,1,1,0
1369,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,0,1,0,1,1,0,1,0,1
1370,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,0,1,0,1,1,0,0,1,1
1371,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.4312977099236641,0.8823529411764706,0,1,0,1,0,1,0,1,1,1,0
1372,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,0,1,0,1,0,1,1,0,1
1373,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,0,1,0,1,0,1,0,1,1
1374,"NMF_FLEN_1,EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,1,0,1,0,0,1,1,1
1375,"NMF_FLEN_1,EM_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.42366412213740456,0.8823529411764706,0,1,0,1,0,0,1,1,1,1,0
1376,"NMF_FLEN_1,EM_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,1,0,0,1,1,1,0,1
1377,"NMF_FLEN_1,EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,0,1,0,0,1,1,0,1,1
1378,"NMF_FLEN_1,EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,1,0,0,1,0,1,1,1
1379,"NMF_FLEN_1,EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5610687022900763,0.8705882352941177,0,1,0,1,0,0,0,1,1,1,1
1380,"NMF_FLEN_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.4389312977099237,0.8823529411764706,0,1,0,0,1,1,1,1,1,0,0
1381,"NMF_FLEN_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.4389312977099237,0.8823529411764706,0,1,0,0,1,1,1,1,0,1,0
