,feature_combinations,SEN_Train,SPEC_Train,NMF_EM_1,NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA
0,NMF_EM_1,0.03816793893129771,0.9882352941176471,1,0,0,0,0,0,0,0,0,0,0
1,NMF_FLEN_1,0.3511450381679389,0.8941176470588236,0,1,0,0,0,0,0,0,0,0,0
2,NMF_NUCLEOSOME_2,0.14885496183206107,1.0,0,0,1,0,0,0,0,0,0,0,0
3,EM_score,0.17557251908396945,0.9529411764705882,0,0,0,1,0,0,0,0,0,0,0
4,FLEN_score,0.15648854961832062,0.9764705882352941,0,0,0,0,1,0,0,0,0,0,0
5,NUCLEOSOME_score,0.27099236641221375,0.9647058823529412,0,0,0,0,0,1,0,0,0,0,0
6,EM_shannon,0.2633587786259542,0.9294117647058824,0,0,0,0,0,0,1,0,0,0,0
7,OT_EM,0.20610687022900764,0.9294117647058824,0,0,0,0,0,0,0,1,0,0,0
8,OT_FLEN,0.15267175572519084,0.9882352941176471,0,0,0,0,0,0,0,0,1,0,0
9,OT_NUCLEOSOME,0.16030534351145037,0.9882352941176471,0,0,0,0,0,0,0,0,0,1,0
10,ichorCNA,0.40458015267175573,0.9647058823529412,0,0,0,0,0,0,0,0,0,0,1
11,"NMF_EM_1,NMF_FLEN_1",0.35877862595419846,0.8823529411764706,1,1,0,0,0,0,0,0,0,0,0
12,"NMF_EM_1,NMF_NUCLEOSOME_2",0.16412213740458015,0.9882352941176471,1,0,1,0,0,0,0,0,0,0,0
13,"NMF_EM_1,EM_score",0.20229007633587787,0.9411764705882353,1,0,0,1,0,0,0,0,0,0,0
14,"NMF_EM_1,FLEN_score",0.17557251908396945,0.9647058823529412,1,0,0,0,1,0,0,0,0,0,0
15,"NMF_EM_1,NUCLEOSOME_score",0.2824427480916031,0.9529411764705882,1,0,0,0,0,1,0,0,0,0,0
16,"NMF_EM_1,EM_shannon",0.2786259541984733,0.9176470588235294,1,0,0,0,0,0,1,0,0,0,0
17,"NMF_EM_1,OT_EM",0.21374045801526717,0.9176470588235294,1,0,0,0,0,0,0,1,0,0,0
18,"NMF_EM_1,OT_FLEN",0.16793893129770993,0.9764705882352941,1,0,0,0,0,0,0,0,1,0,0
19,"NMF_EM_1,OT_NUCLEOSOME",0.18702290076335878,0.9764705882352941,1,0,0,0,0,0,0,0,0,1,0
20,"NMF_EM_1,ichorCNA",0.4122137404580153,0.9529411764705882,1,0,0,0,0,0,0,0,0,0,1
21,"NMF_FLEN_1,NMF_NUCLEOSOME_2",0.36259541984732824,0.8941176470588236,0,1,1,0,0,0,0,0,0,0,0
22,"NMF_FLEN_1,EM_score",0.3702290076335878,0.8941176470588236,0,1,0,1,0,0,0,0,0,0,0
23,"NMF_FLEN_1,FLEN_score",0.3511450381679389,0.8941176470588236,0,1,0,0,1,0,0,0,0,0,0
24,"NMF_FLEN_1,NUCLEOSOME_score",0.4122137404580153,0.8823529411764706,0,1,0,0,0,1,0,0,0,0,0
25,"NMF_FLEN_1,EM_shannon",0.3893129770992366,0.8823529411764706,0,1,0,0,0,0,1,0,0,0,0
26,"NMF_FLEN_1,OT_EM",0.366412213740458,0.8823529411764706,0,1,0,0,0,0,0,1,0,0,0
27,"NMF_FLEN_1,OT_FLEN",0.366412213740458,0.8941176470588236,0,1,0,0,0,0,0,0,1,0,0
28,"NMF_FLEN_1,OT_NUCLEOSOME",0.37404580152671757,0.8941176470588236,0,1,0,0,0,0,0,0,0,1,0
29,"NMF_FLEN_1,ichorCNA",0.5343511450381679,0.8823529411764706,0,1,0,0,0,0,0,0,0,0,1
30,"NMF_NUCLEOSOME_2,EM_score",0.20610687022900764,0.9529411764705882,0,0,1,1,0,0,0,0,0,0,0
31,"NMF_NUCLEOSOME_2,FLEN_score",0.183206106870229,0.9764705882352941,0,0,1,0,1,0,0,0,0,0,0
32,"NMF_NUCLEOSOME_2,NUCLEOSOME_score",0.2824427480916031,0.9647058823529412,0,0,1,0,0,1,0,0,0,0,0
33,"NMF_NUCLEOSOME_2,EM_shannon",0.2900763358778626,0.9294117647058824,0,0,1,0,0,0,1,0,0,0,0
34,"NMF_NUCLEOSOME_2,OT_EM",0.23282442748091603,0.9294117647058824,0,0,1,0,0,0,0,1,0,0,0
35,"NMF_NUCLEOSOME_2,OT_FLEN",0.183206106870229,0.9882352941176471,0,0,1,0,0,0,0,0,1,0,0
36,"NMF_NUCLEOSOME_2,OT_NUCLEOSOME",0.19083969465648856,0.9882352941176471,0,0,1,0,0,0,0,0,0,1,0
37,"NMF_NUCLEOSOME_2,ichorCNA",0.42748091603053434,0.9647058823529412,0,0,1,0,0,0,0,0,0,0,1
38,"EM_score,FLEN_score",0.20229007633587787,0.9411764705882353,0,0,0,1,1,0,0,0,0,0,0
39,"EM_score,NUCLEOSOME_score",0.3053435114503817,0.9411764705882353,0,0,0,1,0,1,0,0,0,0,0
40,"EM_score,EM_shannon",0.2862595419847328,0.9294117647058824,0,0,0,1,0,0,1,0,0,0,0
41,"EM_score,OT_EM",0.2366412213740458,0.9294117647058824,0,0,0,1,0,0,0,1,0,0,0
42,"EM_score,OT_FLEN",0.21374045801526717,0.9529411764705882,0,0,0,1,0,0,0,0,1,0,0
43,"EM_score,OT_NUCLEOSOME",0.21755725190839695,0.9529411764705882,0,0,0,1,0,0,0,0,0,1,0
44,"EM_score,ichorCNA",0.4580152671755725,0.9176470588235294,0,0,0,1,0,0,0,0,0,0,1
45,"FLEN_score,NUCLEOSOME_score",0.2824427480916031,0.9529411764705882,0,0,0,0,1,1,0,0,0,0,0
46,"FLEN_score,EM_shannon",0.2824427480916031,0.9294117647058824,0,0,0,0,1,0,1,0,0,0,0
47,"FLEN_score,OT_EM",0.22900763358778625,0.9294117647058824,0,0,0,0,1,0,0,1,0,0,0
48,"FLEN_score,OT_FLEN",0.17557251908396945,0.9764705882352941,0,0,0,0,1,0,0,0,1,0,0
49,"FLEN_score,OT_NUCLEOSOME",0.20229007633587787,0.9764705882352941,0,0,0,0,1,0,0,0,0,1,0
50,"FLEN_score,ichorCNA",0.45038167938931295,0.9529411764705882,0,0,0,0,1,0,0,0,0,0,1
51,"NUCLEOSOME_score,EM_shannon",0.3549618320610687,0.9294117647058824,0,0,0,0,0,1,1,0,0,0,0
52,"NUCLEOSOME_score,OT_EM",0.32061068702290074,0.9294117647058824,0,0,0,0,0,1,0,1,0,0,0
53,"NUCLEOSOME_score,OT_FLEN",0.27099236641221375,0.9647058823529412,0,0,0,0,0,1,0,0,1,0,0
54,"NUCLEOSOME_score,OT_NUCLEOSOME",0.27099236641221375,0.9647058823529412,0,0,0,0,0,1,0,0,0,1,0
55,"NUCLEOSOME_score,ichorCNA",0.48854961832061067,0.9294117647058824,0,0,0,0,0,1,0,0,0,0,1
56,"EM_shannon,OT_EM",0.27099236641221375,0.9294117647058824,0,0,0,0,0,0,1,1,0,0,0
57,"EM_shannon,OT_FLEN",0.29770992366412213,0.9294117647058824,0,0,0,0,0,0,1,0,1,0,0
58,"EM_shannon,OT_NUCLEOSOME",0.3053435114503817,0.9294117647058824,0,0,0,0,0,0,1,0,0,1,0
59,"EM_shannon,ichorCNA",0.4847328244274809,0.9058823529411765,0,0,0,0,0,0,1,0,0,0,1
60,"OT_EM,OT_FLEN",0.24427480916030533,0.9294117647058824,0,0,0,0,0,0,0,1,1,0,0
61,"OT_EM,OT_NUCLEOSOME",0.25190839694656486,0.9294117647058824,0,0,0,0,0,0,0,1,0,1,0
62,"OT_EM,ichorCNA",0.46946564885496184,0.9058823529411765,0,0,0,0,0,0,0,1,0,0,1
63,"OT_FLEN,OT_NUCLEOSOME",0.18702290076335878,0.9882352941176471,0,0,0,0,0,0,0,0,1,1,0
64,"OT_FLEN,ichorCNA",0.4389312977099237,0.9529411764705882,0,0,0,0,0,0,0,0,1,0,1
65,"OT_NUCLEOSOME,ichorCNA",0.45038167938931295,0.9529411764705882,0,0,0,0,0,0,0,0,0,1,1
66,"NMF_EM_1,NMF_FLEN_1,NMF_NUCLEOSOME_2",0.366412213740458,0.8823529411764706,1,1,1,0,0,0,0,0,0,0,0
67,"NMF_EM_1,NMF_FLEN_1,EM_score",0.37786259541984735,0.8823529411764706,1,1,0,1,0,0,0,0,0,0,0
68,"NMF_EM_1,NMF_FLEN_1,FLEN_score",0.35877862595419846,0.8823529411764706,1,1,0,0,1,0,0,0,0,0,0
69,"NMF_EM_1,NMF_FLEN_1,NUCLEOSOME_score",0.4198473282442748,0.8705882352941177,1,1,0,0,0,1,0,0,0,0,0
70,"NMF_EM_1,NMF_FLEN_1,EM_shannon",0.3969465648854962,0.8705882352941177,1,1,0,0,0,0,1,0,0,0,0
71,"NMF_EM_1,NMF_FLEN_1,OT_EM",0.3702290076335878,0.8705882352941177,1,1,0,0,0,0,0,1,0,0,0
72,"NMF_EM_1,NMF_FLEN_1,OT_FLEN",0.37404580152671757,0.8823529411764706,1,1,0,0,0,0,0,0,1,0,0
73,"NMF_EM_1,NMF_FLEN_1,OT_NUCLEOSOME",0.3816793893129771,0.8823529411764706,1,1,0,0,0,0,0,0,0,1,0
74,"NMF_EM_1,NMF_FLEN_1,ichorCNA",0.5381679389312977,0.8705882352941177,1,1,0,0,0,0,0,0,0,0,1
75,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score",0.22137404580152673,0.9411764705882353,1,0,1,1,0,0,0,0,0,0,0
76,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score",0.1984732824427481,0.9647058823529412,1,0,1,0,1,0,0,0,0,0,0
77,"NMF_EM_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score",0.2900763358778626,0.9529411764705882,1,0,1,0,0,1,0,0,0,0,0
78,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_shannon",0.3015267175572519,0.9176470588235294,1,0,1,0,0,0,1,0,0,0,0
79,"NMF_EM_1,NMF_NUCLEOSOME_2,OT_EM",0.24045801526717558,0.9176470588235294,1,0,1,0,0,0,0,1,0,0,0
80,"NMF_EM_1,NMF_NUCLEOSOME_2,OT_FLEN",0.1946564885496183,0.9764705882352941,1,0,1,0,0,0,0,0,1,0,0
81,"NMF_EM_1,NMF_NUCLEOSOME_2,OT_NUCLEOSOME",0.20610687022900764,0.9764705882352941,1,0,1,0,0,0,0,0,0,1,0
82,"NMF_EM_1,NMF_NUCLEOSOME_2,ichorCNA",0.4312977099236641,0.9529411764705882,1,0,1,0,0,0,0,0,0,0,1
83,"NMF_EM_1,EM_score,FLEN_score",0.22137404580152673,0.9294117647058824,1,0,0,1,1,0,0,0,0,0,0
84,"NMF_EM_1,EM_score,NUCLEOSOME_score",0.31679389312977096,0.9294117647058824,1,0,0,1,0,1,0,0,0,0,0
85,"NMF_EM_1,EM_score,EM_shannon",0.3015267175572519,0.9176470588235294,1,0,0,1,0,0,1,0,0,0,0
86,"NMF_EM_1,EM_score,OT_EM",0.24427480916030533,0.9176470588235294,1,0,0,1,0,0,0,1,0,0,0
87,"NMF_EM_1,EM_score,OT_FLEN",0.22900763358778625,0.9411764705882353,1,0,0,1,0,0,0,0,1,0,0
88,"NMF_EM_1,EM_score,OT_NUCLEOSOME",0.24427480916030533,0.9411764705882353,1,0,0,1,0,0,0,0,0,1,0
89,"NMF_EM_1,EM_score,ichorCNA",0.46564885496183206,0.9058823529411765,1,0,0,1,0,0,0,0,0,0,1
90,"NMF_EM_1,FLEN_score,NUCLEOSOME_score",0.29389312977099236,0.9411764705882353,1,0,0,0,1,1,0,0,0,0,0
91,"NMF_EM_1,FLEN_score,EM_shannon",0.29770992366412213,0.9176470588235294,1,0,0,0,1,0,1,0,0,0,0
92,"NMF_EM_1,FLEN_score,OT_EM",0.2366412213740458,0.9176470588235294,1,0,0,0,1,0,0,1,0,0,0
93,"NMF_EM_1,FLEN_score,OT_FLEN",0.19083969465648856,0.9647058823529412,1,0,0,0,1,0,0,0,1,0,0
94,"NMF_EM_1,FLEN_score,OT_NUCLEOSOME",0.22137404580152673,0.9647058823529412,1,0,0,0,1,0,0,0,0,1,0
95,"NMF_EM_1,FLEN_score,ichorCNA",0.4580152671755725,0.9411764705882353,1,0,0,0,1,0,0,0,0,0,1
96,"NMF_EM_1,NUCLEOSOME_score,EM_shannon",0.366412213740458,0.9176470588235294,1,0,0,0,0,1,1,0,0,0,0
97,"NMF_EM_1,NUCLEOSOME_score,OT_EM",0.3244274809160305,0.9176470588235294,1,0,0,0,0,1,0,1,0,0,0
98,"NMF_EM_1,NUCLEOSOME_score,OT_FLEN",0.2824427480916031,0.9529411764705882,1,0,0,0,0,1,0,0,1,0,0
99,"NMF_EM_1,NUCLEOSOME_score,OT_NUCLEOSOME",0.2824427480916031,0.9529411764705882,1,0,0,0,0,1,0,0,0,1,0
100,"NMF_EM_1,NUCLEOSOME_score,ichorCNA",0.4961832061068702,0.9176470588235294,1,0,0,0,0,1,0,0,0,0,1
101,"NMF_EM_1,EM_shannon,OT_EM",0.2786259541984733,0.9176470588235294,1,0,0,0,0,0,1,1,0,0,0
102,"NMF_EM_1,EM_shannon,OT_FLEN",0.30916030534351147,0.9176470588235294,1,0,0,0,0,0,1,0,1,0,0
103,"NMF_EM_1,EM_shannon,OT_NUCLEOSOME",0.32061068702290074,0.9176470588235294,1,0,0,0,0,0,1,0,0,1,0
104,"NMF_EM_1,EM_shannon,ichorCNA",0.49236641221374045,0.8941176470588236,1,0,0,0,0,0,1,0,0,0,1
105,"NMF_EM_1,OT_EM,OT_FLEN",0.2480916030534351,0.9176470588235294,1,0,0,0,0,0,0,1,1,0,0
106,"NMF_EM_1,OT_EM,OT_NUCLEOSOME",0.2595419847328244,0.9176470588235294,1,0,0,0,0,0,0,1,0,1,0
107,"NMF_EM_1,OT_EM,ichorCNA",0.46946564885496184,0.8941176470588236,1,0,0,0,0,0,0,1,0,0,1
108,"NMF_EM_1,OT_FLEN,OT_NUCLEOSOME",0.20229007633587787,0.9764705882352941,1,0,0,0,0,0,0,0,1,1,0
109,"NMF_EM_1,OT_FLEN,ichorCNA",0.44656488549618323,0.9411764705882353,1,0,0,0,0,0,0,0,1,0,1
110,"NMF_EM_1,OT_NUCLEOSOME,ichorCNA",0.4580152671755725,0.9411764705882353,1,0,0,0,0,0,0,0,0,1,1
111,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score",0.37786259541984735,0.8941176470588236,0,1,1,1,0,0,0,0,0,0,0
112,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score",0.36259541984732824,0.8941176470588236,0,1,1,0,1,0,0,0,0,0,0
113,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score",0.4198473282442748,0.8823529411764706,0,1,1,0,0,1,0,0,0,0,0
114,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_shannon",0.40076335877862596,0.8823529411764706,0,1,1,0,0,0,1,0,0,0,0
115,"NMF_FLEN_1,NMF_NUCLEOSOME_2,OT_EM",0.37404580152671757,0.8823529411764706,0,1,1,0,0,0,0,1,0,0,0
116,"NMF_FLEN_1,NMF_NUCLEOSOME_2,OT_FLEN",0.37786259541984735,0.8941176470588236,0,1,1,0,0,0,0,0,1,0,0
117,"NMF_FLEN_1,NMF_NUCLEOSOME_2,OT_NUCLEOSOME",0.3816793893129771,0.8941176470588236,0,1,1,0,0,0,0,0,0,1,0
118,"NMF_FLEN_1,NMF_NUCLEOSOME_2,ichorCNA",0.5381679389312977,0.8823529411764706,0,1,1,0,0,0,0,0,0,0,1
119,"NMF_FLEN_1,EM_score,FLEN_score",0.3702290076335878,0.8941176470588236,0,1,0,1,1,0,0,0,0,0,0
120,"NMF_FLEN_1,EM_score,NUCLEOSOME_score",0.4198473282442748,0.8823529411764706,0,1,0,1,0,1,0,0,0,0,0
121,"NMF_FLEN_1,EM_score,EM_shannon",0.40076335877862596,0.8823529411764706,0,1,0,1,0,0,1,0,0,0,0
122,"NMF_FLEN_1,EM_score,OT_EM",0.3816793893129771,0.8823529411764706,0,1,0,1,0,0,0,1,0,0,0
123,"NMF_FLEN_1,EM_score,OT_FLEN",0.38549618320610685,0.8941176470588236,0,1,0,1,0,0,0,0,1,0,0
124,"NMF_FLEN_1,EM_score,OT_NUCLEOSOME",0.38549618320610685,0.8941176470588236,0,1,0,1,0,0,0,0,0,1,0
125,"NMF_FLEN_1,EM_score,ichorCNA",0.5381679389312977,0.8823529411764706,0,1,0,1,0,0,0,0,0,0,1
126,"NMF_FLEN_1,FLEN_score,NUCLEOSOME_score",0.4122137404580153,0.8823529411764706,0,1,0,0,1,1,0,0,0,0,0
127,"NMF_FLEN_1,FLEN_score,EM_shannon",0.3893129770992366,0.8823529411764706,0,1,0,0,1,0,1,0,0,0,0
128,"NMF_FLEN_1,FLEN_score,OT_EM",0.366412213740458,0.8823529411764706,0,1,0,0,1,0,0,1,0,0,0
129,"NMF_FLEN_1,FLEN_score,OT_FLEN",0.366412213740458,0.8941176470588236,0,1,0,0,1,0,0,0,1,0,0
130,"NMF_FLEN_1,FLEN_score,OT_NUCLEOSOME",0.37404580152671757,0.8941176470588236,0,1,0,0,1,0,0,0,0,1,0
131,"NMF_FLEN_1,FLEN_score,ichorCNA",0.5343511450381679,0.8823529411764706,0,1,0,0,1,0,0,0,0,0,1
132,"NMF_FLEN_1,NUCLEOSOME_score,EM_shannon",0.4351145038167939,0.8823529411764706,0,1,0,0,0,1,1,0,0,0,0
133,"NMF_FLEN_1,NUCLEOSOME_score,OT_EM",0.42366412213740456,0.8823529411764706,0,1,0,0,0,1,0,1,0,0,0
134,"NMF_FLEN_1,NUCLEOSOME_score,OT_FLEN",0.4122137404580153,0.8823529411764706,0,1,0,0,0,1,0,0,1,0,0
135,"NMF_FLEN_1,NUCLEOSOME_score,OT_NUCLEOSOME",0.4122137404580153,0.8823529411764706,0,1,0,0,0,1,0,0,0,1,0
136,"NMF_FLEN_1,NUCLEOSOME_score,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,0,0,0,1,0,0,0,0,1
137,"NMF_FLEN_1,EM_shannon,OT_EM",0.3931297709923664,0.8823529411764706,0,1,0,0,0,0,1,1,0,0,0
138,"NMF_FLEN_1,EM_shannon,OT_FLEN",0.40458015267175573,0.8823529411764706,0,1,0,0,0,0,1,0,1,0,0
139,"NMF_FLEN_1,EM_shannon,OT_NUCLEOSOME",0.4083969465648855,0.8823529411764706,0,1,0,0,0,0,1,0,0,1,0
140,"NMF_FLEN_1,EM_shannon,ichorCNA",0.5534351145038168,0.8705882352941177,0,1,0,0,0,0,1,0,0,0,1
141,"NMF_FLEN_1,OT_EM,OT_FLEN",0.3816793893129771,0.8823529411764706,0,1,0,0,0,0,0,1,1,0,0
142,"NMF_FLEN_1,OT_EM,OT_NUCLEOSOME",0.38549618320610685,0.8823529411764706,0,1,0,0,0,0,0,1,0,1,0
143,"NMF_FLEN_1,OT_EM,ichorCNA",0.5458015267175572,0.8705882352941177,0,1,0,0,0,0,0,1,0,0,1
144,"NMF_FLEN_1,OT_FLEN,OT_NUCLEOSOME",0.37786259541984735,0.8941176470588236,0,1,0,0,0,0,0,0,1,1,0
145,"NMF_FLEN_1,OT_FLEN,ichorCNA",0.5419847328244275,0.8823529411764706,0,1,0,0,0,0,0,0,1,0,1
146,"NMF_FLEN_1,OT_NUCLEOSOME,ichorCNA",0.5458015267175572,0.8823529411764706,0,1,0,0,0,0,0,0,0,1,1
147,"NMF_NUCLEOSOME_2,EM_score,FLEN_score",0.22137404580152673,0.9411764705882353,0,0,1,1,1,0,0,0,0,0,0
148,"NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score",0.31297709923664124,0.9411764705882353,0,0,1,1,0,1,0,0,0,0,0
149,"NMF_NUCLEOSOME_2,EM_score,EM_shannon",0.3053435114503817,0.9294117647058824,0,0,1,1,0,0,1,0,0,0,0
150,"NMF_NUCLEOSOME_2,EM_score,OT_EM",0.25190839694656486,0.9294117647058824,0,0,1,1,0,0,0,1,0,0,0
151,"NMF_NUCLEOSOME_2,EM_score,OT_FLEN",0.23282442748091603,0.9529411764705882,0,0,1,1,0,0,0,0,1,0,0
152,"NMF_NUCLEOSOME_2,EM_score,OT_NUCLEOSOME",0.2366412213740458,0.9529411764705882,0,0,1,1,0,0,0,0,0,1,0
153,"NMF_NUCLEOSOME_2,EM_score,ichorCNA",0.46564885496183206,0.9176470588235294,0,0,1,1,0,0,0,0,0,0,1
154,"NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score",0.2900763358778626,0.9529411764705882,0,0,1,0,1,1,0,0,0,0,0
155,"NMF_NUCLEOSOME_2,FLEN_score,EM_shannon",0.3015267175572519,0.9294117647058824,0,0,1,0,1,0,1,0,0,0,0
156,"NMF_NUCLEOSOME_2,FLEN_score,OT_EM",0.24427480916030533,0.9294117647058824,0,0,1,0,1,0,0,1,0,0,0
157,"NMF_NUCLEOSOME_2,FLEN_score,OT_FLEN",0.20229007633587787,0.9764705882352941,0,0,1,0,1,0,0,0,1,0,0
158,"NMF_NUCLEOSOME_2,FLEN_score,OT_NUCLEOSOME",0.21374045801526717,0.9764705882352941,0,0,1,0,1,0,0,0,0,1,0
159,"NMF_NUCLEOSOME_2,FLEN_score,ichorCNA",0.4580152671755725,0.9529411764705882,0,0,1,0,1,0,0,0,0,0,1
160,"NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon",0.36259541984732824,0.9294117647058824,0,0,1,0,0,1,1,0,0,0,0
161,"NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_EM",0.3244274809160305,0.9294117647058824,0,0,1,0,0,1,0,1,0,0,0
162,"NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_FLEN",0.2824427480916031,0.9647058823529412,0,0,1,0,0,1,0,0,1,0,0
163,"NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_NUCLEOSOME",0.2824427480916031,0.9647058823529412,0,0,1,0,0,1,0,0,0,1,0
164,"NMF_NUCLEOSOME_2,NUCLEOSOME_score,ichorCNA",0.4961832061068702,0.9294117647058824,0,0,1,0,0,1,0,0,0,0,1
165,"NMF_NUCLEOSOME_2,EM_shannon,OT_EM",0.29389312977099236,0.9294117647058824,0,0,1,0,0,0,1,1,0,0,0
166,"NMF_NUCLEOSOME_2,EM_shannon,OT_FLEN",0.31679389312977096,0.9294117647058824,0,0,1,0,0,0,1,0,1,0,0
167,"NMF_NUCLEOSOME_2,EM_shannon,OT_NUCLEOSOME",0.31679389312977096,0.9294117647058824,0,0,1,0,0,0,1,0,0,1,0
168,"NMF_NUCLEOSOME_2,EM_shannon,ichorCNA",0.49236641221374045,0.9058823529411765,0,0,1,0,0,0,1,0,0,0,1
169,"NMF_NUCLEOSOME_2,OT_EM,OT_FLEN",0.2595419847328244,0.9294117647058824,0,0,1,0,0,0,0,1,1,0,0
170,"NMF_NUCLEOSOME_2,OT_EM,OT_NUCLEOSOME",0.2595419847328244,0.9294117647058824,0,0,1,0,0,0,0,1,0,1,0
171,"NMF_NUCLEOSOME_2,OT_EM,ichorCNA",0.4732824427480916,0.9058823529411765,0,0,1,0,0,0,0,1,0,0,1
172,"NMF_NUCLEOSOME_2,OT_FLEN,OT_NUCLEOSOME",0.20229007633587787,0.9882352941176471,0,0,1,0,0,0,0,0,1,1,0
173,"NMF_NUCLEOSOME_2,OT_FLEN,ichorCNA",0.45038167938931295,0.9529411764705882,0,0,1,0,0,0,0,0,1,0,1
174,"NMF_NUCLEOSOME_2,OT_NUCLEOSOME,ichorCNA",0.4580152671755725,0.9529411764705882,0,0,1,0,0,0,0,0,0,1,1
175,"EM_score,FLEN_score,NUCLEOSOME_score",0.31297709923664124,0.9294117647058824,0,0,0,1,1,1,0,0,0,0,0
176,"EM_score,FLEN_score,EM_shannon",0.3015267175572519,0.9294117647058824,0,0,0,1,1,0,1,0,0,0,0
177,"EM_score,FLEN_score,OT_EM",0.25190839694656486,0.9294117647058824,0,0,0,1,1,0,0,1,0,0,0
178,"EM_score,FLEN_score,OT_FLEN",0.22137404580152673,0.9411764705882353,0,0,0,1,1,0,0,0,1,0,0
179,"EM_score,FLEN_score,OT_NUCLEOSOME",0.24045801526717558,0.9411764705882353,0,0,0,1,1,0,0,0,0,1,0
180,"EM_score,FLEN_score,ichorCNA",0.4732824427480916,0.9176470588235294,0,0,0,1,1,0,0,0,0,0,1
181,"EM_score,NUCLEOSOME_score,EM_shannon",0.3702290076335878,0.9294117647058824,0,0,0,1,0,1,1,0,0,0,0
182,"EM_score,NUCLEOSOME_score,OT_EM",0.33587786259541985,0.9294117647058824,0,0,0,1,0,1,0,1,0,0,0
183,"EM_score,NUCLEOSOME_score,OT_FLEN",0.3053435114503817,0.9411764705882353,0,0,0,1,0,1,0,0,1,0,0
184,"EM_score,NUCLEOSOME_score,OT_NUCLEOSOME",0.3053435114503817,0.9411764705882353,0,0,0,1,0,1,0,0,0,1,0
185,"EM_score,NUCLEOSOME_score,ichorCNA",0.5114503816793893,0.9058823529411765,0,0,0,1,0,1,0,0,0,0,1
186,"EM_score,EM_shannon,OT_EM",0.29389312977099236,0.9294117647058824,0,0,0,1,0,0,1,1,0,0,0
187,"EM_score,EM_shannon,OT_FLEN",0.31679389312977096,0.9294117647058824,0,0,0,1,0,0,1,0,1,0,0
188,"EM_score,EM_shannon,OT_NUCLEOSOME",0.32061068702290074,0.9294117647058824,0,0,0,1,0,0,1,0,0,1,0
189,"EM_score,EM_shannon,ichorCNA",0.49236641221374045,0.9058823529411765,0,0,0,1,0,0,1,0,0,0,1
190,"EM_score,OT_EM,OT_FLEN",0.26717557251908397,0.9294117647058824,0,0,0,1,0,0,0,1,1,0,0
191,"EM_score,OT_EM,OT_NUCLEOSOME",0.27099236641221375,0.9294117647058824,0,0,0,1,0,0,0,1,0,1,0
192,"EM_score,OT_EM,ichorCNA",0.48091603053435117,0.9058823529411765,0,0,0,1,0,0,0,1,0,0,1
193,"EM_score,OT_FLEN,OT_NUCLEOSOME",0.24045801526717558,0.9529411764705882,0,0,0,1,0,0,0,0,1,1,0
194,"EM_score,OT_FLEN,ichorCNA",0.4732824427480916,0.9176470588235294,0,0,0,1,0,0,0,0,1,0,1
195,"EM_score,OT_NUCLEOSOME,ichorCNA",0.4847328244274809,0.9176470588235294,0,0,0,1,0,0,0,0,0,1,1
196,"FLEN_score,NUCLEOSOME_score,EM_shannon",0.35877862595419846,0.9294117647058824,0,0,0,0,1,1,1,0,0,0,0
197,"FLEN_score,NUCLEOSOME_score,OT_EM",0.3244274809160305,0.9294117647058824,0,0,0,0,1,1,0,1,0,0,0
198,"FLEN_score,NUCLEOSOME_score,OT_FLEN",0.2824427480916031,0.9529411764705882,0,0,0,0,1,1,0,0,1,0,0
199,"FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME",0.2824427480916031,0.9529411764705882,0,0,0,0,1,1,0,0,0,1,0
200,"FLEN_score,NUCLEOSOME_score,ichorCNA",0.5,0.9294117647058824,0,0,0,0,1,1,0,0,0,0,1
201,"FLEN_score,EM_shannon,OT_EM",0.2900763358778626,0.9294117647058824,0,0,0,0,1,0,1,1,0,0,0
202,"FLEN_score,EM_shannon,OT_FLEN",0.3015267175572519,0.9294117647058824,0,0,0,0,1,0,1,0,1,0,0
203,"FLEN_score,EM_shannon,OT_NUCLEOSOME",0.31679389312977096,0.9294117647058824,0,0,0,0,1,0,1,0,0,1,0
204,"FLEN_score,EM_shannon,ichorCNA",0.4961832061068702,0.9058823529411765,0,0,0,0,1,0,1,0,0,0,1
205,"FLEN_score,OT_EM,OT_FLEN",0.2480916030534351,0.9294117647058824,0,0,0,0,1,0,0,1,1,0,0
