feature,cutoff
NMF_EM,0.6096378205827887
NMF_FLEN,0.5225260178411599
NMF_NUCLEOSOME,0.604064551485015
EM_score,0.0679106712873841
FLEN_score,0.2253280465221316
NUCLEOSOME_score,0.019836062528390805
OT_EM,0.06348017317529561
OT_FLEN,0.17896630810969869
OT_NUCLEOSOME,0.013291572399335927
ichorCNA,0.01545
